movie_id,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
movie_0660,Fire Secret,Movie,Adventure,None,1990,121,PG-13,English,South Korea,8.6,11115414,3300259,0,0,TRUE,2023-12-04,FALSE
movie_0363,Night Secret,Movie,Animation,None,1990,150,PG,German,USA,6.3,9373108,1233608,0,0,FALSE,2022-02-11,FALSE
movie_0797,Fire Night,TV Series,Animation,None,1990,29,TV-MA,Spanish,USA,6.6,11115414,64610932.91,9,90,TRUE,2021-06-06,FALSE
movie_0024,Fire Mystery,Movie,Biography,None,1990,114,TV-Y7,English,South Korea,4.4,895311,52104449,0,0,FALSE,2023-04-04,FALSE
movie_0116,Secret Story,Documentary,Biography,Documentary,1990,134,TV-14,French,France,4.7,11115414,64610932.91,0,0,FALSE,2024-02-27,TRUE
movie_0544,Hero Quest,Movie,Comedy,Music,1990,70,TV-PG,English,Germany,5.9,1855152,64610932.91,0,0,FALSE,2022-10-26,FALSE
movie_0548,Story Hero,Documentary,Comedy,Adventure,1990,92,R,English,Germany,6.3,11115414,64610932.91,0,0,FALSE,2024-04-13,FALSE
movie_0319,My Journey,Movie,Crime,None,1990,121,TV-Y7,Japanese,South Korea,5.3,11115414,5454814,0,0,TRUE,2021-04-06,TRUE
movie_0497,Big Warrior,TV Series,Family,None,1990,31,TV-G,English,USA,4.7,11115414,64610932.91,1,31,FALSE,2025-07-13,TRUE
movie_0303,Quest Princess,Movie,History,Western,1990,132,TV-Y,Japanese,USA,6.3,27892159,12209704,0,0,FALSE,2022-04-28,TRUE
movie_0800,House Fire,Stand-up Comedy,Horror,None,1990,63,TV-PG,English,USA,0.8,11115414,64610932.91,0,0,FALSE,2021-08-18,FALSE
movie_0500,My Journey,TV Series,Music,None,1990,33,TV-PG,English,USA,3.9,11115414,64610932.91,13,199,TRUE,2025-06-10,FALSE
movie_0014,Little War,Movie,Mystery,None,1990,117,TV-14,Korean,Japan,8.4,11115414,32793336,0,0,TRUE,2020-10-01,FALSE
movie_0994,Battle Queen,Movie,Mystery,None,1990,119,TV-14,German,USA,1.4,11115414,28637,0,0,FALSE,2024-02-22,TRUE
movie_0284,King Dragon,Movie,Romance,Western,1990,112,TV-14,English,USA,6.8,3329576,45321,0,0,TRUE,2021-05-15,FALSE
movie_0690,Secret Family,Documentary,Romance,None,1990,100,TV-Y,Hindi,France,5.4,11115414,64610932.91,0,0,TRUE,2022-11-22,FALSE
movie_0430,Dragon Princess,Movie,Sci-Fi,Romance,1990,126,TV-Y,English,USA,5.2,300376,31428491,0,0,FALSE,2021-03-02,TRUE
movie_0582,My Queen,TV Series,Sci-Fi,None,1990,62,TV-Y,English,USA,7.4,11115414,64610932.91,7,192,FALSE,2020-11-19,FALSE
movie_0944,Dark Love,Movie,Sci-Fi,Animation,1990,103,G,English,Japan,8.3,755027,121486,0,0,FALSE,2023-07-21,FALSE
movie_0088,Journey Love,TV Series,Sport,None,1990,63,PG-13,English,Canada,7.2,11115414,64610932.91,4,79,FALSE,2023-03-02,FALSE
movie_0908,Love War,Movie,Sport,None,1990,86,TV-Y,English,USA,6.2,4103654,6858445,0,0,FALSE,2021-06-13,FALSE
movie_0088,Journey Love,TV Series,Sport,None,1990,63,PG-13,English,Canada,7.2,11115414,64610932.91,4,79,FALSE,2023-03-02,FALSE
movie_0145,Fire Empire,TV Series,Thriller,Sci-Fi,1990,40,G,English,UK,8.4,11115414,64610932.91,10,197,TRUE,2024-03-09,FALSE
movie_0182,Mystery Adventure,Movie,Thriller,None,1990,125,TV-14,English,USA,5.7,5738797,1406285,0,0,FALSE,2024-10-09,FALSE
movie_0404,Family Story,TV Series,War,None,1990,53,TV-14,Korean,India,7.2,11115414,64610932.91,2,53,TRUE,2020-09-21,FALSE
movie_0442,Dragon Storm,Stand-up Comedy,War,None,1990,59,G,English,USA,6.6,11115414,64610932.91,0,0,TRUE,2022-08-05,FALSE
movie_0569,Legend King,Documentary,War,None,1990,59,TV-14,English,USA,6.3,11115414,64610932.91,0,0,FALSE,2022-04-12,TRUE
movie_0420,War Hero,Stand-up Comedy,Western,None,1990,53,PG,Spanish,South Korea,6.8,11115414,64610932.91,0,0,FALSE,2023-09-04,FALSE
movie_0561,Quest Secret,TV Series,Western,Crime,1990,54,R,English,UK,3.8,11115414,64610932.91,5,38,FALSE,2023-03-05,FALSE
movie_0277,An Empire,TV Series,Adventure,None,1991,25,PG,English,USA,4.9,11115414,64610932.91,12,183,TRUE,2025-04-04,FALSE
movie_0645,Last Secret,Stand-up Comedy,Adventure,Mystery,1991,62,TV-G,Korean,France,1.8,11115414,64610932.91,0,0,TRUE,2022-11-07,TRUE
movie_0677,Legend Journey,Stand-up Comedy,Adventure,Crime,1991,74,TV-MA,Italian,UK,7.7,11115414,64610932.91,0,0,FALSE,2021-03-03,FALSE
movie_0106,Dragon Night,Documentary,Animation,Family,1991,89,NC-17,Spanish,South Korea,7.3,11115414,64610932.91,0,0,FALSE,2020-08-25,TRUE
movie_0930,Dark Day,Limited Series,Animation,History,1991,18,TV-14,English,Canada,5.8,11115414,64610932.91,8,99,FALSE,2025-04-30,FALSE
movie_0152,Fire Quest,Movie,Documentary,Sport,1991,104,TV-MA,Hindi,USA,3.6,11115414,64610932.91,0,0,FALSE,2020-10-13,FALSE
movie_0320,Fire Queen,Movie,Documentary,None,1991,101,R,English,USA,5.3,9012419,64610932.91,0,0,FALSE,2021-08-02,FALSE
movie_0892,Dark Dragon,Documentary,Documentary,Documentary,1991,79,NC-17,Spanish,South Korea,5.1,11115414,64610932.91,0,0,FALSE,2024-05-16,FALSE
movie_0367,Storm Secret,Movie,Drama,None,1991,92,TV-MA,English,USA,4.7,6921573,64610932.91,0,0,FALSE,2022-11-29,TRUE
movie_0276,Dark Storm,TV Series,Family,None,1991,24,TV-Y,English,India,1.7,11115414,64610932.91,7,106,FALSE,2022-02-23,FALSE
movie_0008,Old House,Movie,Horror,None,1991,109,TV-Y,Spanish,South Korea,7.7,629216,3995303,0,0,FALSE,2020-10-04,FALSE
movie_0234,An Fire,TV Series,Horror,Music,1991,58,TV-Y7,Japanese,South Korea,8.5,11115414,64610932.91,7,178,FALSE,2021-01-11,FALSE
movie_0301,Fire Battle,Movie,Horror,None,1991,108,TV-Y7,Japanese,USA,5.6,902788,27378941,0,0,FALSE,2024-11-20,FALSE
movie_0112,King Princess,TV Series,Music,Biography,1991,69,R,English,USA,6.3,11115414,64610932.91,2,103,TRUE,2022-01-22,FALSE
movie_0719,Warrior Dream,Movie,Sci-Fi,Drama,1991,99,NC-17,English,Germany,6.3,11115414,516398028,0,0,FALSE,2023-10-16,FALSE
movie_0065,Day Queen,Movie,Sport,None,1991,109,TV-14,Italian,USA,6.3,11397312,32147534,0,0,TRUE,2024-11-16,FALSE
movie_0794,Warrior War,Movie,Sport,None,1991,102,TV-PG,English,Japan,6.3,5565586,16023137,0,0,FALSE,2022-10-20,TRUE
movie_0507,Old Empire,Movie,Thriller,None,1991,118,PG-13,Spanish,USA,4.9,5168542,23957389,0,0,FALSE,2025-06-14,TRUE
movie_0092,Story Kingdom,TV Series,War,None,1991,35,PG,English,UK,8.8,11115414,64610932.91,14,62,FALSE,2024-04-23,FALSE
movie_0534,Big Family,TV Series,War,Sport,1991,14,PG-13,English,USA,7.9,11115414,64610932.91,8,36,FALSE,2022-08-26,TRUE
movie_0839,Journey War,Movie,War,Music,1991,153,PG-13,English,UK,8.4,5258946,64610932.91,0,0,FALSE,2025-05-06,FALSE
movie_0608,King Warrior,TV Series,Western,None,1991,6,G,English,India,5.1,11115414,64610932.91,9,99,FALSE,2023-06-05,FALSE
movie_0468,King Phoenix,TV Series,Action,Western,1992,27,TV-Y7,Spanish,USA,7.0,11115414,64610932.91,7,117,FALSE,2023-06-17,FALSE
movie_0847,Mystery War,TV Series,Action,None,1992,63,NC-17,English,Canada,9.1,11115414,64610932.91,9,176,FALSE,2024-10-05,TRUE
movie_0468,King Phoenix,TV Series,Action,Western,1992,27,TV-Y7,Spanish,USA,7.0,11115414,64610932.91,7,117,FALSE,2023-06-17,FALSE
movie_0105,Adventure House,Movie,Animation,Adventure,1992,109,TV-MA,Korean,USA,6.3,1354517,3059547,0,0,TRUE,2023-09-28,FALSE
movie_0290,Dark City,Documentary,Animation,War,1992,84,TV-MA,English,Germany,5.9,11115414,64610932.91,0,0,FALSE,2023-03-16,FALSE
movie_0733,Story Love,Movie,Animation,Action,1992,121,TV-PG,English,USA,7.2,1205813,359088664,0,0,FALSE,2024-08-24,FALSE
movie_0520,Big Queen,TV Series,Biography,None,1992,28,PG-13,English,Germany,6.5,11115414,64610932.91,5,9,FALSE,2023-05-25,FALSE
movie_0823,Adventure Ice,Movie,Comedy,None,1992,87,TV-PG,English,UK,6.3,527595,64610932.91,0,0,FALSE,2022-01-15,FALSE
movie_0823,Adventure Ice,Movie,Comedy,None,1992,87,TV-PG,English,UK,6.3,527595,64610932.91,0,0,FALSE,2022-01-15,FALSE
movie_0799,Fire Secret,TV Series,Crime,None,1992,39,TV-PG,English,USA,8.3,11115414,64610932.91,11,163,TRUE,2023-03-11,FALSE
movie_0964,Journey Empire,TV Series,Crime,Documentary,1992,58,TV-Y,English,UK,7.1,11115414,64610932.91,4,18,TRUE,2022-11-22,FALSE
movie_0964,Journey Empire,TV Series,Crime,Documentary,1992,58,TV-Y,English,UK,7.1,11115414,64610932.91,4,18,TRUE,2022-11-22,FALSE
movie_0358,Legend Secret,TV Series,Drama,None,1992,37,TV-MA,English,Japan,9.0,11115414,64610932.91,4,148,FALSE,2025-04-21,FALSE
movie_0991,Last Queen,Movie,Drama,None,1992,76,PG,Italian,USA,6.5,4303395,6895198,0,0,FALSE,2021-07-19,FALSE
movie_0403,Legend Legend,Movie,History,None,1992,106,R,Japanese,USA,2.0,11115414,309036948,0,0,TRUE,2022-01-07,FALSE
movie_0600,Big Adventure,TV Series,History,Fantasy,1992,40,TV-Y,Korean,South Korea,6.3,11115414,64610932.91,14,173,FALSE,2022-12-08,FALSE
movie_0600,Big Adventure,TV Series,History,Fantasy,1992,40,TV-Y,Korean,South Korea,6.3,11115414,64610932.91,14,173,FALSE,2022-12-08,FALSE
movie_0661,House Night,Limited Series,Horror,None,1992,58,NC-17,English,South Korea,6.5,11115414,64610932.91,3,162,TRUE,2021-04-22,TRUE
movie_0771,First Quest,Stand-up Comedy,Horror,None,1992,30,NC-17,English,USA,7.2,11115414,64610932.91,0,0,FALSE,2024-07-26,FALSE
movie_0199,A Love,TV Series,Music,None,1992,23,TV-Y7,English,India,8.3,11115414,64610932.91,3,53,FALSE,2020-08-30,FALSE
movie_0812,Quest Night,Documentary,Music,Action,1992,98,R,English,USA,6.3,11115414,64610932.91,0,0,FALSE,2021-07-20,FALSE
movie_0416,A Mystery,Stand-up Comedy,Mystery,None,1992,45,R,Spanish,USA,9.1,11115414,64610932.91,0,0,FALSE,2021-06-11,FALSE
movie_0741,Our Love,Movie,Mystery,None,1992,131,G,English,UK,4.1,1703864,2238705,0,0,FALSE,2023-04-08,FALSE
movie_0059,Night Secret,TV Series,Romance,Sci-Fi,1992,580,TV-14,French,USA,6.3,11115414,64610932.91,4,42,TRUE,2020-08-24,FALSE
movie_0932,Hero Empire,Limited Series,Sci-Fi,Adventure,1992,63,NC-17,English,USA,9.0,11115414,64610932.91,6,46,FALSE,2021-04-22,FALSE
movie_0932,Hero Empire,Limited Series,Sci-Fi,Adventure,1992,63,NC-17,English,USA,9.0,11115414,64610932.91,6,46,FALSE,2021-04-22,FALSE
movie_0207,Family Ice,TV Series,Sport,Mystery,1992,34,R,English,USA,7.5,11115414,64610932.91,8,15,TRUE,2020-08-02,TRUE
movie_0713,Princess Quest,Movie,War,None,1992,103,TV-MA,Spanish,Canada,6.3,11115414,16977476,0,0,TRUE,2024-05-02,TRUE
movie_0536,Bright Hero,TV Series,Western,None,1992,36,TV-14,Japanese,USA,6.3,11115414,64610932.91,1,76,FALSE,2023-08-28,FALSE
movie_0038,A Empire,Movie,Action,None,1993,98,TV-MA,Korean,USA,5.6,3127772,391629433,0,0,TRUE,2021-06-29,FALSE
movie_0216,Day City,Documentary,Action,None,1993,85,G,Spanish,South Korea,8.5,11115414,64610932.91,0,0,FALSE,2024-03-02,FALSE
movie_0311,War Empire,Stand-up Comedy,Adventure,None,1993,72,TV-MA,English,USA,3.9,11115414,64610932.91,0,0,TRUE,2023-01-16,FALSE
movie_0785,Dragon Family,TV Series,Adventure,Western,1993,46,TV-Y7,English,USA,6.8,11115414,64610932.91,7,101,TRUE,2025-08-01,FALSE
movie_0060,Night Warrior,TV Series,Biography,None,1993,44,PG-13,English,USA,4.9,11115414,64610932.91,10,46,FALSE,2024-08-08,FALSE
movie_0441,Day Legend,TV Series,Comedy,Thriller,1993,56,TV-G,Hindi,USA,4.0,11115414,64610932.91,8,199,FALSE,2021-07-14,FALSE
movie_0448,Story Hero,Movie,Comedy,None,1993,101,TV-MA,English,USA,6.3,3865797,5081496,0,0,TRUE,2020-12-15,FALSE
movie_0606,Legend Fire,Movie,Comedy,Animation,1993,96,NC-17,English,UK,9.3,11115414,13896745,0,0,FALSE,2024-04-25,FALSE
movie_0881,Adventure Dream,Movie,Comedy,None,1993,121,TV-G,Italian,USA,4.5,11115414,13043639,0,0,FALSE,2024-11-23,FALSE
movie_0527,Hero Story,Movie,Crime,None,1993,95,TV-Y7,English,South Korea,6.3,9430381,345877,0,0,FALSE,2025-01-22,FALSE
movie_0969,Adventure Story,Movie,Crime,Music,1993,131,TV-MA,English,India,6.1,1905142,389765,0,0,FALSE,2022-01-30,FALSE
movie_0189,Family Mission,Movie,Documentary,None,1993,85,TV-MA,Japanese,USA,5.8,593000,99504513,0,0,FALSE,2020-10-10,FALSE
movie_0596,Phoenix Adventure,Limited Series,Documentary,None,1993,33,TV-G,English,USA,7.5,11115414,64610932.91,4,12,FALSE,2020-11-12,FALSE
movie_0795,Big Fire,Movie,Documentary,None,1993,89,TV-Y7,Spanish,USA,5.0,52194839,10221506,0,0,FALSE,2020-12-09,FALSE
movie_0133,Adventure Princess,Movie,Family,None,1993,97,R,English,USA,7.8,9889659,36933865,0,0,FALSE,2021-12-12,FALSE
movie_0419,New Fire,TV Series,Fantasy,None,1993,65,TV-14,Spanish,India,5.2,11115414,64610932.91,8,98,FALSE,2025-01-03,FALSE
movie_0567,Journey Kingdom,TV Series,Fantasy,None,1993,50,PG,English,USA,5.6,11115414,64610932.91,13,167,TRUE,2025-01-15,TRUE
movie_0820,Fire Phoenix,TV Series,Fantasy,None,1993,53,TV-Y,French,UK,6.3,11115414,64610932.91,12,178,FALSE,2020-12-02,FALSE
movie_0703,Mystery Legend,Movie,History,None,1993,128,R,English,Germany,5.6,9853801,58384599,0,0,TRUE,2023-12-01,TRUE
movie_0091,Dragon Ice,Documentary,Horror,None,1993,79,PG-13,English,Japan,4.7,11115414,64610932.91,0,0,TRUE,2022-11-24,FALSE
movie_0172,My Story,Movie,Horror,None,1993,94,TV-Y,Spanish,USA,10.0,5064920,11553135,0,0,FALSE,2023-09-10,FALSE
movie_0415,Last Quest,Documentary,Horror,Biography,1993,71,PG-13,English,UK,5.0,11115414,64610932.91,0,0,TRUE,2025-03-24,FALSE
movie_0653,House Story,Stand-up Comedy,Music,Sci-Fi,1993,334,TV-Y,English,South Korea,5.0,11115414,64610932.91,0,0,FALSE,2025-06-05,FALSE
movie_0139,Last War,Limited Series,Mystery,None,1993,23,TV-G,English,USA,4.4,11115414,64610932.91,2,102,FALSE,2024-05-05,FALSE
movie_0535,Last Phoenix,TV Series,Romance,Thriller,1993,71,R,Hindi,Canada,4.8,11115414,64610932.91,12,126,TRUE,2021-11-21,TRUE
movie_0907,Phoenix Secret,Limited Series,Romance,None,1993,59,TV-Y,English,Japan,4.2,11115414,64610932.91,0,189,TRUE,2023-08-14,FALSE
movie_0502,Love Legend,Stand-up Comedy,Sci-Fi,Crime,1993,51,TV-Y7,Spanish,USA,6.0,11115414,64610932.91,0,0,FALSE,2024-02-16,FALSE
movie_0613,Princess Day,Limited Series,Sci-Fi,Crime,1993,30,TV-Y7,English,USA,4.6,11115414,64610932.91,8,19,FALSE,2024-12-27,FALSE
movie_0464,Old House,Limited Series,Sport,None,1993,38,TV-Y,English,USA,4.9,11115414,64610932.91,6,176,FALSE,2021-05-04,TRUE
movie_1000,Last Night,TV Series,Sport,None,1993,42,NC-17,English,UK,6.3,11115414,64610932.91,10,25,FALSE,2021-09-02,FALSE
movie_0208,The Story,Movie,Thriller,None,1993,109,R,Spanish,USA,7.4,5539041,64610932.91,0,0,TRUE,2021-04-28,FALSE
movie_0094,Dark City,Stand-up Comedy,Western,Western,1993,68,TV-Y7,English,USA,5.3,11115414,64610932.91,0,0,FALSE,2021-08-03,FALSE
movie_0161,Our King,Movie,Western,None,1993,97,TV-Y,English,Germany,6.5,3405303,894261,0,0,FALSE,2021-02-20,FALSE
movie_0225,Our Family,Movie,Adventure,Drama,1994,119,PG-13,Spanish,India,7.4,13813223,64610932.91,0,0,TRUE,2023-05-16,FALSE
movie_0425,Storm Kingdom,TV Series,Adventure,None,1994,53,NC-17,English,USA,6.3,11115414,64610932.91,8,134,FALSE,2023-01-09,FALSE
movie_0446,Queen Mission,TV Series,Adventure,None,1994,50,PG,English,Canada,8.5,11115414,64610932.91,12,123,TRUE,2024-09-21,TRUE
movie_0849,House King,Movie,Adventure,None,1994,136,TV-MA,English,South Korea,5.3,1868982,134002064,0,0,FALSE,2021-03-02,FALSE
movie_0064,Last City,Documentary,Animation,Crime,1994,115,TV-PG,Japanese,South Korea,5.8,11115414,64610932.91,0,0,FALSE,2021-07-03,FALSE
movie_0388,An Mission,Documentary,Animation,Thriller,1994,35,TV-G,Spanish,USA,2.0,11115414,64610932.91,0,0,FALSE,2024-07-29,FALSE
movie_0484,Secret King,Movie,Animation,Adventure,1994,90,TV-MA,Japanese,South Korea,4.8,360993,2993307,0,0,FALSE,2020-08-24,FALSE
movie_0871,Princess City,TV Series,Animation,None,1994,80,G,English,USA,5.6,11115414,64610932.91,2,144,TRUE,2023-01-01,FALSE
movie_0171,Dream Warrior,Movie,Biography,None,1994,110,TV-14,English,USA,1.4,3768477,11316045,0,0,FALSE,2021-05-21,FALSE
movie_0470,Mystery House,Documentary,Biography,None,1994,112,TV-Y,Italian,USA,5.7,11115414,64610932.91,0,0,FALSE,2025-06-30,FALSE
movie_0318,Mission Day,Movie,Crime,None,1994,117,TV-Y,English,USA,5.5,1807059,57074574,0,0,FALSE,2021-05-12,FALSE
movie_0744,A Adventure,Stand-up Comedy,Documentary,None,1994,49,G,English,South Korea,6.3,11115414,64610932.91,0,0,FALSE,2022-04-19,FALSE
movie_0224,The Princess,TV Series,Drama,None,1994,62,R,German,USA,6.3,11115414,64610932.91,2,43,FALSE,2021-05-12,FALSE
movie_0035,Princess Love,TV Series,Family,Romance,1994,38,TV-PG,English,USA,7.4,11115414,64610932.91,7,62,FALSE,2021-03-01,FALSE
movie_0048,Secret Legend,Movie,Family,None,1994,102,TV-14,Hindi,UK,6.3,93953191,835652471,0,0,FALSE,2024-08-30,FALSE
movie_0712,A Day,Movie,Family,None,1994,28,G,Spanish,Canada,6.3,319285,64610932.91,0,0,TRUE,2023-11-22,TRUE
movie_0035,Princess Love,TV Series,Family,Romance,1994,38,TV-PG,English,USA,7.4,11115414,64610932.91,7,62,FALSE,2021-03-01,FALSE
movie_0324,Phoenix Dragon,Documentary,Fantasy,None,1994,66,PG,English,Canada,6.9,11115414,64610932.91,0,0,FALSE,2021-01-02,TRUE
movie_0429,Kingdom City,TV Series,History,None,1994,53,NC-17,English,USA,5.7,11115414,64610932.91,9,99,FALSE,2020-10-22,FALSE
movie_0068,Secret Night,TV Series,Horror,None,1994,46,R,English,USA,7.5,11115414,64610932.91,5,44,FALSE,2021-10-22,FALSE
movie_0263,Big Ice,Movie,Music,Western,1994,93,TV-MA,Hindi,South Korea,6.3,3501146,1126300,0,0,TRUE,2023-06-25,FALSE
movie_0599,Quest War,Documentary,Thriller,None,1994,89,TV-14,English,USA,4.9,11115414,64610932.91,0,0,FALSE,2022-02-26,FALSE
movie_0757,Old Night,Movie,War,None,1994,128,TV-Y,Korean,South Korea,6.2,1188048,1810400,0,0,FALSE,2022-06-27,FALSE
movie_0222,Battle Phoenix,TV Series,Western,Drama,1994,329,TV-MA,Japanese,USA,6.3,11115414,64610932.91,11,153,FALSE,2020-10-30,FALSE
movie_0265,Warrior Fire,Movie,Western,None,1994,98,G,English,USA,4.5,21557530,6020161,0,0,FALSE,2020-10-07,FALSE
movie_0505,Phoenix Day,Movie,Western,None,1994,117,TV-14,Korean,USA,8.5,994027,12250323,0,0,FALSE,2023-07-08,FALSE
movie_0218,Journey Mission,Movie,Action,Documentary,1995,93,NC-17,English,India,6.2,8955476,5873907,0,0,FALSE,2020-12-19,FALSE
movie_0472,Quest House,Movie,Action,None,1995,113,TV-MA,English,USA,5.9,59076396,1149791,0,0,FALSE,2021-09-05,FALSE
movie_0923,Last Phoenix,TV Series,Adventure,Fantasy,1995,45,TV-Y7,English,USA,5.7,11115414,64610932.91,4,182,FALSE,2020-08-20,TRUE
movie_0287,The Adventure,TV Series,Animation,None,1995,76,TV-Y7,Japanese,USA,2.7,11115414,64610932.91,7,199,FALSE,2021-12-24,FALSE
movie_0528,Queen Empire,Movie,Biography,None,1995,91,TV-G,French,USA,1.3,5268267,98546720,0,0,TRUE,2020-08-20,TRUE
movie_0598,Queen Quest,Movie,Biography,None,1995,166,TV-PG,English,India,6.9,719932,64610932.91,0,0,FALSE,2022-10-11,FALSE
movie_0700,A Secret,Movie,Biography,None,1995,94,G,English,USA,6.3,1080214,26058332,0,0,TRUE,2024-04-09,FALSE
movie_0501,Hero Dragon,Movie,Comedy,War,1995,100,TV-Y,English,USA,9.0,16854758,2474372,0,0,TRUE,2022-09-13,TRUE
movie_0635,Dream Family,TV Series,Comedy,None,1995,30,TV-Y7,French,South Korea,4.8,11115414,64610932.91,7,172,FALSE,2023-05-29,FALSE
movie_0549,A Adventure,Movie,Crime,Western,1995,130,TV-PG,English,USA,6.3,116133750,64610932.91,0,0,FALSE,2021-10-04,TRUE
movie_0938,Old House,Movie,Crime,War,1995,116,R,English,USA,1.7,6877911,65073829,0,0,TRUE,2021-04-05,TRUE
movie_0457,The Day,TV Series,Drama,Family,1995,45,G,Hindi,USA,1.7,11115414,64610932.91,7,97,FALSE,2023-03-02,FALSE
movie_0655,Hero Kingdom,Movie,Fantasy,Adventure,1995,166,TV-Y,English,USA,7.5,1537325,14483384,0,0,TRUE,2022-11-10,FALSE
movie_0033,Mystery City,Movie,Horror,None,1995,116,TV-MA,Korean,USA,7.3,11115414,64610932.91,0,0,FALSE,2022-06-24,FALSE
movie_0746,Fire Journey,Movie,Music,None,1995,82,TV-MA,Hindi,USA,0.8,954741,64610932.91,0,0,FALSE,2025-03-09,FALSE
movie_0746,Fire Journey,Movie,Music,None,1995,82,TV-MA,Hindi,USA,0.8,954741,64610932.91,0,0,FALSE,2025-03-09,FALSE
movie_0280,Legend Story,Movie,Mystery,None,1995,100,TV-14,Italian,USA,6.7,4869656,523538611,0,0,FALSE,2020-09-23,FALSE
movie_0591,City Empire,Limited Series,Mystery,Sci-Fi,1995,94,TV-Y,German,USA,6.3,11115414,64610932.91,6,77,FALSE,2024-08-01,FALSE
movie_0164,Quest Ice,Movie,Romance,Western,1995,111,TV-14,English,USA,6.3,2398917,35707634,0,0,FALSE,2021-01-13,FALSE
movie_0252,My Quest,Movie,Romance,None,1995,140,TV-14,Spanish,USA,6.2,135680978,164970469,0,0,FALSE,2020-10-12,FALSE
movie_0667,Empire Story,Movie,Sci-Fi,None,1995,143,TV-G,English,USA,6.7,94034621,38879782,0,0,FALSE,2023-03-06,FALSE
movie_0111,Kingdom Mission,Movie,Sport,None,1995,106,TV-Y7,English,USA,6.3,770163,3222643,0,0,FALSE,2021-03-12,TRUE
movie_0563,Ice Secret,Movie,Sport,None,1995,121,R,English,USA,7.0,14078805,64610932.91,0,0,FALSE,2024-10-08,FALSE
movie_0717,Queen Legend,TV Series,Sport,None,1995,40,TV-Y,French,UK,5.1,11115414,64610932.91,14,147,FALSE,2023-10-17,FALSE
